Accident_ID,Date,Time,Time_Period,Location,Latitude,Longitude,Weather,Road_Condition,Road_Type,Light_Condition,Severity,Vehicles_Involved,Casualties
A00743,2024-02-11,00:10,Night,City Center,19.032381,72.909709,Clear,Dry,Highway,Dark,Fatal,3,5
A00744,2024-02-11,01:40,Night,Residential Area,19.104103,72.89874,Cloudy,Dry,Residential Road,Dark,Minor,1,0
A00745,2024-02-12,08:40,Morning,Bridge Road,18.952086,72.876049,Clear,Dry,Urban Road,Daylight,Fatal,3,3
A00746,2024-02-13,02:50,Night,Residential Area,19.080875,72.87657,Foggy,Dry,Expressway,Dark,Moderate,3,1
A00747,2024-02-13,00:40,Night,Main Highway,18.93631,72.84652,Clear,Dry,Highway,Dark,Moderate,3,0
A00748,2024-02-14,20:50,Evening,Market Road,18.919635,73.093221,Clear,Dry,Intersection,Dusk,Minor,2,1
A00749,2024-02-14,15:50,Afternoon,College Road,19.242896,73.054774,Clear,Wet,Residential Road,Daylight,Minor,2,0
A00750,2024-02-15,22:50,Night,Ring Road,18.982033,72.860836,Clear,Dry,Highway,Dark,Severe,2,3
A00751,2024-02-15,05:30,Morning,Residential Area,19.130062,72.85683,Cloudy,Dry,Highway,Dark,Minor,3,2
A00752,2024-02-16,16:20,Afternoon,Industrial Area,18.959593,72.786237,Rainy,Wet,Urban Road,Daylight,Moderate,2,0
A00753,2024-02-16,04:50,Night,Market Road,19.005011,73.056961,Rainy,Wet,Expressway,Dark,Fatal,5,2
A00754,2024-02-17,04:50,Night,Bridge Road,19.044536,72.880118,Clear,Poor,Expressway,Dark,Minor,3,1
A00755,2024-02-18,05:20,Morning,Ring Road,18.957471,72.950415,Cloudy,Dry,Urban Road,Dark,Moderate,4,2
A00756,2024-02-18,02:00,Night,College Road,18.918385,73.065132,Cloudy,Dry,Intersection,Dark,Moderate,2,1
A00757,2024-02-19,20:50,Evening,Junction Road,19.250864,72.892835,Rainy,Slippery,Highway,Dusk,Minor,2,0
A00758,2024-02-19,22:30,Night,College Road,18.904733,73.032404,Clear,Wet,Highway,Dark,Minor,4,1
A00759,2024-02-20,04:40,Night,Station Road,18.924528,72.9006,Clear,Dry,Intersection,Dark,Moderate,1,1
A00760,2024-02-20,20:40,Evening,Bridge Road,19.222029,72.995329,Cloudy,Dry,Expressway,Dusk,Minor,2,0
A00761,2024-02-21,04:10,Night,Main Highway,19.012803,72.900915,Cloudy,Poor,Urban Road,Dark,Moderate,2,1
A00762,2024-02-21,09:10,Morning,Expressway,19.189128,72.887466,Cloudy,Dry,Expressway,Daylight,Minor,5,1
A00763,2024-02-22,09:40,Morning,Industrial Area,18.95849,73.096748,Clear,Dry,Intersection,Daylight,Fatal,3,2
A00764,2024-02-22,18:40,Evening,Residential Area,18.994913,72.964322,Cloudy,Dry,Expressway,Dusk,Minor,2,0
A00765,2024-02-23,16:30,Afternoon,Residential Area,19.129111,72.878587,Rainy,Wet,Expressway,Daylight,Moderate,3,0
A00766,2024-02-24,20:20,Evening,Main Highway,19.295454,72.840237,Cloudy,Dry,Expressway,Dusk,Moderate,2,0
A00767,2024-02-24,13:10,Afternoon,Market Road,18.929378,72.763918,Foggy,Dry,Highway,Daylight,Minor,3,3
A00768,2024-02-25,08:20,Morning,City Center,19.060222,72.997298,Cloudy,Wet,Expressway,Daylight,Minor,2,1
A00769,2024-02-25,13:30,Afternoon,Junction Road,18.917232,72.880255,Foggy,Wet,Highway,Daylight,Severe,3,2
A00770,2024-02-26,00:40,Night,College Road,18.979691,73.037439,Rainy,Slippery,Intersection,Dark,Severe,2,1
A00771,2024-02-26,18:50,Evening,Residential Area,19.262988,72.877354,Clear,Dry,Urban Road,Dusk,Minor,2,0
A00772,2024-02-27,12:20,Afternoon,Market Road,18.938584,72.880665,Rainy,Slippery,Residential Road,Daylight,Moderate,2,1
A00773,2024-02-27,12:40,Afternoon,Expressway,19.242742,73.022713,Clear,Dry,Urban Road,Daylight,Minor,2,1
A00774,2024-02-28,03:40,Night,Station Road,18.971121,72.921313,Foggy,Wet,Highway,Dark,Minor,3,3
A00775,2024-02-28,00:00,Night,Main Highway,19.244714,73.059713,Cloudy,Dry,Urban Road,Dark,Moderate,2,0
A00776,2024-02-29,16:20,Afternoon,Main Highway,19.115209,72.956548,Clear,Dry,Intersection,Daylight,Severe,2,1
A00777,2024-03-01,07:50,Morning,Airport Road,19.251283,72.834226,Cloudy,Wet,Intersection,Daylight,Minor,2,0
A00778,2024-03-01,01:20,Night,Main Highway,18.960681,72.948895,Stormy,Slippery,Urban Road,Dark,Fatal,2,1
A00779,2024-03-02,07:40,Morning,Industrial Area,19.204815,72.751401,Clear,Dry,Intersection,Daylight,Minor,2,2
A00780,2024-03-02,06:50,Morning,Airport Road,19.172279,72.859339,Cloudy,Dry,Expressway,Daylight,Moderate,2,0
A00781,2024-03-03,01:30,Night,Main Highway,19.117173,72.822783,Rainy,Wet,Residential Road,Dark,Moderate,2,0
A00782,2024-03-03,21:00,Night,Ring Road,19.224235,72.978966,Rainy,Slippery,Highway,Dark,Moderate,2,0
A00783,2024-03-04,21:40,Night,Industrial Area,19.15931,72.797614,Clear,Dry,Intersection,Dark,Moderate,2,0
A00784,2024-03-04,02:10,Night,Ring Road,19.250819,72.851534,Clear,Dry,Residential Road,Dark,Minor,4,3
A00785,2024-03-05,17:10,Evening,Ring Road,19.052425,72.865958,Clear,Dry,Intersection,Daylight,Moderate,3,3
A00786,2024-03-06,11:00,Morning,Airport Road,19.135969,72.751153,Cloudy,Dry,Expressway,Daylight,Moderate,2,1
A00787,2024-03-06,00:30,Night,College Road,19.24824,72.766368,Cloudy,Dry,Expressway,Dark,Minor,3,0
A00788,2024-03-07,21:40,Night,Main Highway,18.985926,72.858894,Foggy,Wet,Residential Road,Dark,Severe,4,3
A00789,2024-03-07,11:20,Morning,Residential Area,19.094297,72.827825,Clear,Dry,Urban Road,Daylight,Minor,2,0
A00790,2024-03-08,04:00,Night,Market Road,19.284297,72.790917,Rainy,Wet,Urban Road,Dark,Moderate,3,2
A00791,2024-03-08,16:30,Afternoon,Bridge Road,19.089441,72.803957,Clear,Dry,Urban Road,Daylight,Minor,2,2
A00792,2024-03-09,15:20,Afternoon,Bridge Road,19.001132,73.042438,Clear,Dry,Highway,Daylight,Minor,3,1
A00793,2024-03-09,14:10,Afternoon,Airport Road,19.04043,72.989162,Cloudy,Poor,Residential Road,Daylight,Minor,2,1
A00794,2024-03-10,22:10,Night,Industrial Area,19.254034,72.919441,Cloudy,Dry,Residential Road,Dark,Moderate,2,1
A00795,2024-03-10,14:20,Afternoon,Ring Road,19.281953,73.068106,Rainy,Wet,Intersection,Daylight,Moderate,2,0
A00796,2024-03-11,04:00,Night,College Road,19.280043,72.760343,Foggy,Wet,Highway,Dark,Minor,5,4
A00797,2024-03-12,20:10,Evening,Industrial Area,19.179577,72.870727,Cloudy,Wet,Urban Road,Dusk,Minor,3,2
A00798,2024-03-12,13:40,Afternoon,Expressway,19.103841,73.038184,Stormy,Wet,Highway,Daylight,Minor,2,3
A00799,2024-03-13,01:50,Night,Airport Road,18.973076,72.969901,Foggy,Wet,Highway,Dark,Moderate,2,1
A00800,2024-03-13,10:20,Morning,City Center,18.949288,73.093591,Cloudy,Wet,Highway,Daylight,Moderate,2,0
A00801,2024-03-14,18:20,Evening,Market Road,18.923907,73.08058,Rainy,Slippery,Residential Road,Dusk,Minor,2,2
A00802,2024-03-14,06:10,Morning,Expressway,18.907086,72.80948,Cloudy,Poor,Highway,Daylight,Minor,1,1
A00803,2024-03-15,05:00,Morning,College Road,19.251247,73.090195,Clear,Poor,Residential Road,Dark,Moderate,2,0
A00804,2024-03-15,01:40,Night,Expressway,19.223635,73.080937,Rainy,Slippery,Highway,Dark,Minor,4,1
A00805,2024-03-16,05:00,Morning,Junction Road,19.127129,72.880764,Clear,Dry,Intersection,Dark,Minor,3,1
A00806,2024-03-16,17:30,Evening,Industrial Area,19.299489,73.094008,Cloudy,Dry,Expressway,Daylight,Minor,2,0
A00807,2024-03-17,01:30,Night,Junction Road,19.281221,72.762545,Rainy,Wet,Intersection,Dark,Moderate,2,0
A00808,2024-03-18,17:50,Evening,Bridge Road,19.162044,72.981263,Clear,Dry,Intersection,Daylight,Moderate,4,4
A00809,2024-03-18,14:10,Afternoon,College Road,19.08583,72.843152,Clear,Dry,Intersection,Daylight,Moderate,3,0
A00810,2024-03-19,18:10,Evening,Ring Road,18.960868,72.795312,Foggy,Dry,Intersection,Dusk,Minor,3,2
A00811,2024-03-19,01:10,Night,Residential Area,19.106238,72.952137,Cloudy,Dry,Residential Road,Dark,Moderate,5,2
A00812,2024-03-20,19:50,Evening,Main Highway,18.963097,72.857223,Clear,Dry,Highway,Dusk,Minor,3,0
A00813,2024-03-20,05:30,Morning,Residential Area,19.059381,72.983389,Rainy,Wet,Urban Road,Dark,Severe,2,2
A00814,2024-03-21,00:00,Night,Airport Road,19.277059,72.938993,Cloudy,Dry,Highway,Dark,Moderate,2,1
A00815,2024-03-21,23:50,Night,Expressway,19.036792,72.887406,Cloudy,Dry,Residential Road,Dark,Moderate,5,1
A00816,2024-03-22,14:50,Afternoon,City Center,18.961115,72.813638,Stormy,Slippery,Urban Road,Daylight,Minor,2,1
A00817,2024-03-22,22:00,Night,Station Road,19.132959,72.960438,Rainy,Wet,Intersection,Dark,Minor,2,0
A00818,2024-03-23,09:10,Morning,City Center,19.140946,73.040231,Clear,Dry,Intersection,Daylight,Moderate,2,0
A00819,2024-03-24,18:40,Evening,Ring Road,18.977522,72.960002,Rainy,Slippery,Urban Road,Dusk,Moderate,3,3
A00820,2024-03-24,16:00,Afternoon,City Center,18.978635,72.963683,Foggy,Dry,Urban Road,Daylight,Minor,5,4
A00821,2024-03-25,04:30,Night,Market Road,19.29582,72.929143,Clear,Dry,Intersection,Dark,Fatal,2,1
A00822,2024-03-25,03:20,Night,Station Road,18.997312,72.885884,Clear,Dry,Urban Road,Dark,Fatal,2,0
A00823,2024-03-26,09:20,Morning,Expressway,19.235277,72.91011,Clear,Dry,Expressway,Daylight,Moderate,4,2
A00824,2024-03-26,23:50,Night,Airport Road,19.08813,73.09634,Rainy,Dry,Highway,Dark,Fatal,2,2
A00825,2024-03-27,16:20,Afternoon,Main Highway,19.073996,73.012384,Cloudy,Dry,Residential Road,Daylight,Minor,2,1
A00826,2024-03-27,09:40,Morning,Industrial Area,19.017985,72.900696,Cloudy,Dry,Urban Road,Daylight,Minor,4,1
A00827,2024-03-28,16:10,Afternoon,Residential Area,19.20953,72.910054,Foggy,Wet,Intersection,Daylight,Minor,2,0
A00828,2024-03-29,19:30,Evening,Expressway,19.252264,72.924871,Rainy,Wet,Residential Road,Dusk,Moderate,2,0
A00829,2024-03-29,23:40,Night,Market Road,19.004451,72.98076,Clear,Dry,Highway,Dark,Minor,3,1
A00830,2024-03-30,04:30,Night,Main Highway,18.938039,72.913085,Clear,Dry,Highway,Dark,Fatal,1,1
A00831,2024-03-30,01:30,Night,Market Road,18.954768,72.990163,Clear,Dry,Urban Road,Dark,Minor,4,2
A00832,2024-03-31,05:10,Morning,Ring Road,19.217121,72.865216,Clear,Dry,Intersection,Dark,Minor,2,1
A00833,2024-03-31,20:50,Evening,City Center,19.074331,72.893724,Cloudy,Dry,Expressway,Dusk,Severe,2,3
A00834,2024-04-01,01:20,Night,Main Highway,18.952766,73.052419,Foggy,Dry,Urban Road,Dark,Minor,2,0
A00835,2024-04-01,12:10,Afternoon,College Road,19.036115,72.865117,Clear,Dry,Urban Road,Daylight,Minor,2,0
A00836,2024-04-02,10:40,Morning,College Road,19.105694,73.087553,Cloudy,Wet,Urban Road,Daylight,Moderate,3,1
A00837,2024-04-02,10:50,Morning,Residential Area,19.240821,72.810377,Rainy,Wet,Expressway,Daylight,Minor,3,0
A00838,2024-04-03,15:40,Afternoon,City Center,19.156697,72.834588,Clear,Dry,Expressway,Daylight,Minor,4,1
A00839,2024-04-04,10:50,Morning,Main Highway,18.970413,72.912288,Clear,Dry,Urban Road,Daylight,Minor,2,0
A00840,2024-04-04,18:40,Evening,Residential Area,18.963481,73.029093,Cloudy,Dry,Residential Road,Dusk,Moderate,3,1
A00841,2024-04-05,14:10,Afternoon,Bridge Road,19.064934,73.006051,Clear,Dry,Residential Road,Daylight,Fatal,2,1
A00842,2024-04-05,22:50,Night,Industrial Area,18.930077,72.811063,Foggy,Dry,Intersection,Dark,Severe,3,1
A00843,2024-04-06,22:50,Night,Ring Road,19.202231,72.83284,Clear,Wet,Intersection,Dark,Minor,3,0
A00844,2024-04-06,15:30,Afternoon,Residential Area,19.060582,72.951342,Clear,Dry,Expressway,Daylight,Minor,2,0
A00845,2024-04-07,10:30,Morning,Expressway,19.03721,72.853308,Cloudy,Wet,Residential Road,Daylight,Moderate,2,0
A00846,2024-04-07,21:00,Night,Bridge Road,19.103643,72.897814,Stormy,Wet,Urban Road,Dark,Fatal,2,3
A00847,2024-04-08,15:40,Afternoon,Junction Road,19.183583,72.920308,Clear,Wet,Expressway,Daylight,Minor,2,1
A00848,2024-04-08,07:30,Morning,Junction Road,19.127739,72.957986,Clear,Dry,Urban Road,Daylight,Minor,5,4
A00849,2024-04-09,03:00,Night,City Center,19.220961,72.837868,Clear,Dry,Urban Road,Dark,Moderate,2,0
A00850,2024-04-10,07:30,Morning,Industrial Area,19.151745,72.807099,Clear,Dry,Urban Road,Daylight,Fatal,1,2
A00851,2024-04-10,03:40,Night,Junction Road,19.215188,72.889497,Clear,Dry,Expressway,Dark,Minor,2,1
A00852,2024-04-11,23:50,Night,Ring Road,19.178713,72.778709,Cloudy,Poor,Highway,Dark,Minor,3,1
A00853,2024-04-11,02:20,Night,Station Road,18.977249,72.934368,Clear,Dry,Urban Road,Dark,Minor,2,1
A00854,2024-04-12,02:40,Night,Market Road,18.920942,73.043862,Clear,Dry,Urban Road,Dark,Minor,2,1
A00855,2024-04-12,17:10,Evening,Station Road,19.261359,72.791641,Rainy,Wet,Highway,Daylight,Moderate,2,0
A00856,2024-04-13,18:30,Evening,City Center,19.278262,72.789456,Clear,Dry,Highway,Dusk,Moderate,3,5
A00857,2024-04-13,18:30,Evening,Market Road,19.190773,72.778076,Clear,Dry,Expressway,Dusk,Moderate,2,0
A00858,2024-04-14,20:50,Evening,Residential Area,19.189682,73.046751,Clear,Dry,Expressway,Dusk,Minor,3,2
A00859,2024-04-14,04:10,Night,Expressway,19.008059,72.778247,Stormy,Wet,Urban Road,Dark,Minor,2,1
A00860,2024-04-15,17:50,Evening,Junction Road,19.116977,73.094212,Clear,Poor,Intersection,Daylight,Minor,2,1
A00861,2024-04-16,09:10,Morning,Bridge Road,19.296896,72.875416,Foggy,Dry,Expressway,Daylight,Minor,2,1
A00862,2024-04-16,21:20,Night,Bridge Road,19.242457,72.865067,Rainy,Wet,Urban Road,Dark,Severe,1,2
A00863,2024-04-17,20:30,Evening,Station Road,19.021758,72.782071,Clear,Dry,Expressway,Dusk,Minor,2,0
A00864,2024-04-17,05:30,Morning,Main Highway,19.020418,72.954974,Stormy,Wet,Intersection,Dark,Minor,2,0
A00865,2024-04-18,00:20,Night,Industrial Area,19.093431,72.955059,Clear,Dry,Urban Road,Dark,Minor,3,4
A00866,2024-04-18,04:00,Night,Main Highway,19.061839,72.922832,Clear,Dry,Highway,Dark,Minor,1,0
A00867,2024-04-19,08:50,Morning,Main Highway,19.048461,72.858857,Rainy,Wet,Intersection,Daylight,Moderate,2,0
A00868,2024-04-19,11:20,Morning,Junction Road,19.150789,72.879003,Rainy,Wet,Residential Road,Daylight,Severe,4,1
A00869,2024-04-20,13:50,Afternoon,Residential Area,18.904597,72.862176,Cloudy,Wet,Highway,Daylight,Minor,2,0
A00870,2024-04-21,01:40,Night,Airport Road,19.205336,72.899151,Clear,Dry,Residential Road,Dark,Moderate,3,1
A00871,2024-04-21,16:30,Afternoon,Main Highway,19.196021,72.869626,Cloudy,Dry,Urban Road,Daylight,Minor,4,4
A00872,2024-04-22,13:50,Afternoon,Expressway,19.23213,72.986431,Rainy,Slippery,Intersection,Daylight,Minor,2,0
A00873,2024-04-22,12:10,Afternoon,Airport Road,19.23658,72.853525,Clear,Poor,Urban Road,Daylight,Severe,3,0
A00874,2024-04-23,08:50,Morning,Residential Area,19.12656,72.872793,Clear,Dry,Urban Road,Daylight,Minor,2,0
A00875,2024-04-23,14:40,Afternoon,Industrial Area,19.21203,72.902411,Clear,Dry,Residential Road,Daylight,Moderate,2,0
A00876,2024-04-24,21:30,Night,Bridge Road,19.096958,72.751387,Clear,Dry,Urban Road,Dark,Minor,2,3
A00877,2024-04-24,14:20,Afternoon,Residential Area,19.280612,72.922229,Foggy,Poor,Highway,Daylight,Moderate,2,1
A00878,2024-04-25,23:40,Night,Station Road,18.976279,72.839537,Clear,Wet,Residential Road,Dark,Severe,2,1
A00879,2024-04-25,10:30,Morning,Ring Road,19.266247,72.769653,Stormy,Wet,Expressway,Daylight,Severe,2,0
A00880,2024-04-26,15:50,Afternoon,Expressway,19.003412,73.068857,Clear,Dry,Highway,Daylight,Severe,2,2
A00881,2024-04-27,16:00,Afternoon,Junction Road,18.941089,72.862847,Rainy,Wet,Residential Road,Daylight,Moderate,2,0
A00882,2024-04-27,03:00,Night,City Center,19.075642,72.89913,Clear,Wet,Urban Road,Dark,Minor,1,2
A00883,2024-04-28,00:10,Night,Airport Road,19.145967,73.03957,Clear,Dry,Urban Road,Dark,Moderate,1,1
A00884,2024-04-28,07:30,Morning,Market Road,18.992396,72.808376,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A00885,2024-04-29,16:00,Afternoon,City Center,19.122318,73.047608,Clear,Poor,Urban Road,Daylight,Minor,2,0
A00886,2024-04-29,02:20,Night,Junction Road,19.223157,72.834573,Cloudy,Dry,Expressway,Dark,Moderate,3,1
A00887,2024-04-30,19:30,Evening,Main Highway,19.002834,72.956163,Stormy,Wet,Urban Road,Dusk,Severe,2,3
A00888,2024-04-30,14:20,Afternoon,Industrial Area,19.132129,72.989987,Cloudy,Dry,Expressway,Daylight,Moderate,4,1
A00889,2024-05-01,14:20,Afternoon,Station Road,19.035725,73.066755,Clear,Dry,Highway,Daylight,Minor,3,2
A00890,2024-05-01,23:00,Night,Market Road,19.111907,72.962673,Clear,Dry,Intersection,Dark,Severe,2,1
A00891,2024-05-02,21:30,Night,Residential Area,19.166768,72.908631,Clear,Dry,Residential Road,Dark,Minor,3,1
A00892,2024-05-03,13:50,Afternoon,Bridge Road,19.040169,72.950294,Cloudy,Dry,Residential Road,Daylight,Minor,2,2
A00893,2024-05-03,22:40,Night,Residential Area,19.297793,72.820729,Rainy,Slippery,Urban Road,Dark,Moderate,1,0
A00894,2024-05-04,13:00,Afternoon,Residential Area,19.12551,72.991176,Foggy,Dry,Urban Road,Daylight,Minor,4,2
A00895,2024-05-04,23:00,Night,Expressway,19.229785,72.815408,Clear,Dry,Highway,Dark,Moderate,2,2
A00896,2024-05-05,01:50,Night,Ring Road,19.190054,72.945037,Cloudy,Dry,Intersection,Dark,Minor,4,5
A00897,2024-05-05,12:30,Afternoon,Station Road,19.241122,72.976661,Cloudy,Dry,Urban Road,Daylight,Minor,2,0
A00898,2024-05-06,13:30,Afternoon,Station Road,18.96952,73.064504,Cloudy,Dry,Residential Road,Daylight,Minor,2,1
A00899,2024-05-06,23:20,Night,Main Highway,18.989021,72.907566,Cloudy,Dry,Expressway,Dark,Fatal,2,2
A00900,2024-05-07,18:50,Evening,Main Highway,19.094964,73.021367,Rainy,Wet,Urban Road,Dusk,Minor,2,1
A00901,2024-05-07,06:50,Morning,City Center,19.240931,72.808636,Cloudy,Dry,Residential Road,Daylight,Minor,1,0
A00902,2024-05-08,02:30,Night,Station Road,18.979043,72.804669,Clear,Dry,Residential Road,Dark,Minor,2,0
A00903,2024-05-09,14:20,Afternoon,Bridge Road,19.288426,72.933679,Rainy,Wet,Residential Road,Daylight,Minor,3,0
A00904,2024-05-09,22:00,Night,Main Highway,18.951041,72.958719,Clear,Wet,Urban Road,Dark,Moderate,2,1
A00905,2024-05-10,13:10,Afternoon,Industrial Area,18.970031,72.971319,Rainy,Slippery,Urban Road,Daylight,Minor,2,0
A00906,2024-05-10,10:40,Morning,Ring Road,18.966894,73.010986,Clear,Dry,Highway,Daylight,Moderate,2,0
A00907,2024-05-11,14:00,Afternoon,City Center,19.134402,72.853226,Cloudy,Wet,Expressway,Daylight,Moderate,4,3
A00908,2024-05-11,12:30,Afternoon,Market Road,19.267016,72.967913,Foggy,Poor,Residential Road,Daylight,Moderate,2,0
A00909,2024-05-12,17:40,Evening,Expressway,19.002045,72.815849,Foggy,Dry,Urban Road,Daylight,Moderate,2,0
A00910,2024-05-12,05:10,Morning,Airport Road,19.121215,72.826649,Rainy,Wet,Intersection,Dark,Moderate,5,0
A00911,2024-05-13,02:10,Night,Expressway,18.970309,72.773558,Cloudy,Poor,Highway,Dark,Minor,2,0
A00912,2024-05-14,18:20,Evening,Bridge Road,19.152455,73.01145,Rainy,Wet,Intersection,Dusk,Moderate,2,0
A00913,2024-05-14,14:40,Afternoon,Market Road,18.949299,72.927448,Cloudy,Poor,Intersection,Daylight,Moderate,3,0
A00914,2024-05-15,22:20,Night,Industrial Area,19.096524,72.833365,Rainy,Dry,Intersection,Dark,Minor,3,0
A00915,2024-05-15,04:00,Night,Ring Road,19.162073,72.944683,Clear,Dry,Expressway,Dark,Severe,2,0
A00916,2024-05-16,09:50,Morning,Ring Road,19.131651,72.873984,Stormy,Slippery,Urban Road,Daylight,Minor,2,3
A00917,2024-05-16,06:50,Morning,Bridge Road,18.956,73.043023,Foggy,Dry,Highway,Daylight,Minor,3,2
A00918,2024-05-17,16:50,Afternoon,Residential Area,18.964549,72.934852,Rainy,Slippery,Expressway,Daylight,Minor,2,2
A00919,2024-05-17,06:40,Morning,College Road,19.168556,72.760434,Clear,Dry,Urban Road,Daylight,Severe,4,3
A00920,2024-05-18,21:50,Night,Ring Road,19.223564,73.094783,Clear,Dry,Highway,Dark,Moderate,2,0
A00921,2024-05-18,11:00,Morning,Station Road,19.26323,72.776004,Rainy,Wet,Expressway,Daylight,Severe,2,1
A00922,2024-05-19,16:20,Afternoon,Expressway,19.225445,72.993585,Clear,Dry,Urban Road,Daylight,Minor,1,0
A00923,2024-05-20,12:40,Afternoon,College Road,19.28957,72.90304,Rainy,Wet,Intersection,Daylight,Moderate,3,0
A00924,2024-05-20,19:20,Evening,Junction Road,19.063301,72.837261,Cloudy,Dry,Expressway,Dusk,Minor,4,1
A00925,2024-05-21,03:40,Night,Station Road,19.032466,72.98676,Clear,Dry,Expressway,Dark,Severe,3,1
A00926,2024-05-21,09:20,Morning,Residential Area,18.911274,72.794064,Foggy,Dry,Expressway,Daylight,Minor,4,1
A00927,2024-05-22,02:10,Night,Residential Area,19.079958,73.050386,Cloudy,Poor,Intersection,Dark,Minor,2,2
A00928,2024-05-22,08:20,Morning,Residential Area,19.160549,72.837714,Cloudy,Poor,Expressway,Daylight,Minor,1,0
A00929,2024-05-23,12:50,Afternoon,Main Highway,19.226163,72.876509,Cloudy,Dry,Residential Road,Daylight,Severe,4,2
A00930,2024-05-23,17:10,Evening,Airport Road,19.006982,72.971425,Clear,Wet,Urban Road,Daylight,Moderate,4,1
A00931,2024-05-24,14:20,Afternoon,Residential Area,19.105437,72.75036,Rainy,Slippery,Intersection,Daylight,Minor,4,1
A00932,2024-05-24,03:40,Night,Station Road,19.164804,72.915462,Clear,Dry,Expressway,Dark,Moderate,3,1
A00933,2024-05-25,14:40,Afternoon,Station Road,19.120641,73.062987,Foggy,Dry,Urban Road,Daylight,Fatal,2,2
A00934,2024-05-26,21:40,Night,City Center,19.009608,72.988145,Foggy,Wet,Highway,Dark,Severe,2,1
A00935,2024-05-26,01:30,Night,Expressway,19.218513,72.885765,Clear,Poor,Residential Road,Dark,Moderate,4,0
A00936,2024-05-27,14:00,Afternoon,Airport Road,18.969344,72.981149,Rainy,Wet,Highway,Daylight,Minor,2,1
A00937,2024-05-27,07:40,Morning,Junction Road,19.261992,73.077799,Cloudy,Dry,Intersection,Daylight,Minor,2,1
A00938,2024-05-28,07:10,Morning,Expressway,19.281039,72.815732,Clear,Dry,Intersection,Daylight,Severe,3,1
A00939,2024-05-28,16:40,Afternoon,Bridge Road,19.046229,72.936133,Stormy,Wet,Highway,Daylight,Moderate,2,1
A00940,2024-05-29,11:30,Morning,Bridge Road,19.050473,72.832158,Clear,Dry,Residential Road,Daylight,Minor,3,1
A00941,2024-05-29,18:50,Evening,Airport Road,19.197311,73.048979,Clear,Dry,Highway,Dusk,Moderate,1,1
A00942,2024-05-30,09:10,Morning,Market Road,19.082515,73.002368,Cloudy,Dry,Residential Road,Daylight,Severe,3,2
A00943,2024-05-31,08:30,Morning,Main Highway,18.911444,73.030377,Cloudy,Dry,Urban Road,Daylight,Minor,3,0
A00944,2024-05-31,04:50,Night,College Road,19.267951,73.080054,Cloudy,Dry,Residential Road,Dark,Moderate,2,0
A00945,2024-06-01,05:10,Morning,Bridge Road,19.0723,72.831308,Rainy,Wet,Urban Road,Dark,Severe,2,5
A00946,2024-06-01,19:20,Evening,Residential Area,18.981398,72.767052,Cloudy,Dry,Highway,Dusk,Moderate,2,0
